AGS,GEN,question_01,question_02
14730270,Schkeuditz,16,40
14730300,Taucha,86,42
14730330,Wermsdorf,17,30
14730340,Wiedemar,45,68
14730010,Arzberg,94,48
14730030,Beilrode,100,85
14730090,Dommitzsch,68,82
14730120,Elsnig,60,19
14730320,Trossin,57,53
14730150,Krostitz,41,45
14730280,Schönwölkau,25,80
14730100,Dreiheide,60,54
14730310,Torgau,46,98
14730140,Jesewitz,92,100
14730360,Zschepplin,48,22
15001000,Dessau-Roßlau,41,41
15002000,Halle (Saale),75,86
15003000,Magdeburg,82,73
15081030,Arendsee (Altmark),99,80
15081135,Gardelegen,92,74
15081240,Kalbe (Milde),59,52
15081280,Klötze,44,31
15081455,Salzwedel,78,95
15081026,Apenburg-Winterfeld,53,99
15081045,Beetzendorf,25,67
15081095,Dähre,27,23
15081105,Diesdorf,40,81
15081225,Jübar,19,87
15081290,Kuhfelde,20,42
15081440,Rohrberg,93,14
15081545,Wallstawe,35,42
15082005,Aken (Elbe),21,14
15082015,Bitterfeld-Wolfen,14,10
15082180,Köthen (Anhalt),66,22
15082241,Muldestausee,96,74
15082256,Osternienburger Land,86,38
15082301,Raguhn-Jeßnitz,41,29
15082340,Sandersdorf-Brehna,75,92
15082377,Südliches Anhalt,69,20
15082430,Zerbst/Anhalt,82,57
15082440,Zörbig,74,15
15083040,Barleben,72,32
15083270,Haldensleben,81,80
15083298,Hohe Börde,27,51
15083390,Niedere Börde,78,56
15083411,Oebisfelde-Weferlingen,59,55
15083415,Oschersleben (Bode),28,53
15083490,Sülzetal,86,21
15083531,Wanzleben-Börde,72,94
15083565,Wolmirstedt,34,53
15083030,Angern,85,75
15083120,Burgstall,34,91
15083130,Colbitz,98,48
15083361,Loitsche-Heinrichsberg,68,56
15083440,Rogätz,97,11
15083557,Westheide,38,62
15083580,Zielitz,18,25
15083020,Altenhausen,53,11
15083060,Beendorf,48,76
15083115,Bülstringen,98,54
15083125,Calvörde,58,96
15083205,Erxleben,72,66
15083230,Flechtingen,37,98
15083323,Ingersleben,25,72
15083190,Eilsleben,20,64
15083275,Harbke,41,96
15083320,Hötensleben,98,69
15083485,Sommersdorf,13,77
15083505,Ummendorf,54,56
15083515,Völpke,28,64
15083535,Wefensleben,58,46
15083025,Am Großen Bruch,74,85
15083035,Ausleben,45,59
15083245,Gröningen,53,15
15083355,Kroppenstedt,30,66
15084130,Elsteraue,80,24
15084235,Hohenmölsen,71,11
15084315,Lützen,38,37
15084355,Naumburg (Saale),71,98
15084490,Teuchern,13,81
15084550,Weißenfels,28,35
15084590,Zeitz,90,74
15084012,An der Poststraße,71,51
15084015,Bad Bibra,61,71
15084125,Eckartsberga,78,59
15084132,Finne,14,64
15084133,Finneland,92,80
15084246,Kaiserpfalz,89,31
15084282,Lanitz-Hassel-Tal,57,44
15084115,Droyßig,71,88
15084207,Gutenborn,56,75
15084275,Kretzschau,20,97
15084442,Schnaudertal,71,90
15084565,Wetterzeube,34,89
15084025,Balgstädt,74,77
15084135,Freyburg (Unstrut),82,21
15084150,Gleina,66,38
15084170,Goseck,13,63
15084250,Karsdorf,57,10
15084285,Laucha an der Unstrut,21,34
15084360,Nebra (Unstrut),39,35
15084013,Meineweh,28,61
15084335,Mertendorf,36,53
15084341,Molauer Land,14,22
15084375,Osterfeld,88,35
15084445,Schönburg,76,72
15084470,Stößen,18,90
15084560,Wethau,93,45
15085040,Ballenstedt,49,23
15085055,Blankenburg (Harz),64,54
15085110,Falkenstein/Harz,78,23
15085135,Halberstadt,44,66
15085145,Harzgerode,29,84
15085185,Huy,45,21
15085190,Ilsenburg (Harz),36,45
15085227,Nordharz,92,24
15085228,Oberharz am Brocken,60,89
15085230,Osterwieck,86,64
15085235,Quedlinburg,30,86
15085330,Thale,89,43
15085370,Wernigerode,93,43
15085090,Ditfurt,85,51
15085125,Groß Quenstedt,85,79
15085140,Harsleben,62,72
15085160,Hedersleben,19,51
15085285,Schwanebeck,49,38
15085287,Selke-Aue,18,16
15085365,Wegeleben,22,46
15086005,Biederitz,58,68
15086015,Burg,82,86
15086035,Elbe-Parey,18,87
15086040,Genthin,80,60
15086055,Gommern,76,46
15086080,Jerichow,99,26
15086140,Möckern,83,65
15086145,Möser,48,59
15087015,Allstedt,35,30
15087031,Arnstein,19,97
15087130,Eisleben,75,41
15087165,Gerbstedt,72,63
15087220,Hettstedt,27,51
15087275,Mansfeld,42,64
15087370,Sangerhausen,37,69
15087386,Seegebiet Mansfelder Land,97,97
15087412,Südharz,17,38
15087055,Berga,16,27
15087101,Brücken-Hackpfüffel,16,18
15087125,Edersleben,68,83
15087250,Kelbra (Kyffhäuser),68,18
15087440,Wallhausen,99,98
15087010,Ahlsdorf,21,52
15087045,Benndorf,81,34
15087070,Blankenheim,44,49
15087075,Bornstedt,89,84
15087205,Helbra,72,96
15087210,Hergisdorf,85,72
15087260,Klostermansfeld,85,100
15087470,Wimmelburg,39,57
15088020,Bad Dürrenberg,84,81
15088025,Bad Lauchstädt,84,60
15088065,Braunsbedra,26,67
15088150,Kabelsketal,79,24
15088195,Landsberg,35,78
15088205,Leuna,70,76
15088216,Wettin-Löbejün,51,22
15088220,Merseburg,25,87
15088235,Mücheln (Geiseltal),89,19
15088295,Petersberg,21,100
15088305,Querfurt,31,48
15088319,Salzatal,88,37
15088330,Schkopau,53,71
15088365,Teutschenthal,61,97
15088030,Barnstädt,96,56
15088100,Farnstädt,36,20
15088250,Nemsdorf-Göhrendorf,51,31
15088265,Obhausen,74,43
15088340,Schraplau,25,98
15088355,Steigra,83,60
15089015,Aschersleben,45,24
15089026,Barby,17,94
15089030,Bernburg (Saale),79,68
15089042,Bördeland,62,31
15089055,Calbe (Saale),73,89
15089175,Hecklingen,30,68
15089195,Könnern,41,98
15089235,Nienburg (Saale),36,53
15089305,Schönebeck (Elbe),74,88
15089307,Seeland,24,59
15089310,Staßfurt,29,85
15089041,Bördeaue,64,25
15089043,Börde-Hakel,60,57
15089045,Borne,73,77
15089075,Egeln,72,95
15089365,Wolmirsleben,88,42
15089005,Alsleben (Saale),53,50
15089130,Giersleben,64,79
15089165,Güsten,72,68
15089185,Ilberstedt,33,88
15089245,Plötzkau,25,45
15090070,Bismark (Altmark),38,27
15090225,Havelberg,50,50
15090415,Osterburg (Altmark),75,78
15090535,Stendal,56,23
15090546,Tangerhütte,69,83
15090550,Tangermünde,72,50
15090010,Arneburg,28,71
15090135,Eichstedt (Altmark),90,67
15090180,Goldbeck,37,51
15090220,Hassel,77,76
15090245,Hohenberg-Krusemark,41,43
15090270,Iden,95,59
15090435,Rochau,16,98
15090610,Werben (Elbe),35,98
15090285,Kamern,70,31
15090310,Klietz,52,39
15090445,Sandau (Elbe),58,49
15090485,Schollene,74,76
15090500,Schönhausen (Elbe),66,89
15090631,Wust-Fischbeck,56,26
15090003,Aland,89,23
15090007,Altmärkische Höhe,30,89
15090008,Altmärkische Wische,88,54
15090520,Seehausen (Altmark),60,94
15090635,Zehrental,16,96
15091010,Annaburg,66,63
15091020,Bad Schmiedeberg,66,47
15091060,Coswig (Anhalt),44,93
15091110,Gräfenhainichen,20,27
15091145,Jessen (Elster),34,17
15091160,Kemberg,49,98
15091241,Oranienbaum-Wörlitz,33,63
15091375,Wittenberg,49,81
15091391,Zahna-Elster,56,41
16051000,Erfurt,72,60
16052000,Gera,20,42
16053000,Jena,25,96
16054000,Suhl,78,56
16055000,Weimar,88,64
16061045,Heilbad Heiligenstadt,13,82
16061074,Niederorschel,83,89
16061115,Leinefelde-Worbis,31,60
16061116,Am Ohmberg,90,96
16061117,Sonnenstein,55,24
16061118,Dingelstädt,56,64
16061003,Berlingerode,47,34
16061015,Brehme,86,98
16061026,Ecklingerode,59,11
16061031,Ferna,46,36
16061094,Tastungen,19,65
16061103,Wehnde,94,95
16061114,Teistungen,28,58
16061017,Breitenworbis,51,38
16061019,Buhla,100,13
16061037,Gernrode,73,82
16061044,Haynrode,70,24
16061058,Kirchworbis,28,49
16061001,Arenshausen,95,89
16061014,Bornhagen,25,81
16061021,Burgwalde,100,35
16061032,Freienhagen,53,88
16061033,Fretterode,48,63
16061036,Gerbershausen,45,43
16061048,Hohengandern,82,17
16061057,Kirchgandern,67,51
16061066,Lindewerra,29,65
16061069,Marth,41,81
16061078,Rohrberg,58,56
16061082,Rustenfelde,93,59
16061083,Schachtebich,76,97
16061102,Wahlhausen,76,50
16061012,Bodenrode-Westhausen,12,47
16061034,Geisleden,49,87
16061047,Heuthen,12,66
16061076,Reinholterode,23,36
16061089,Steinbach,63,93
16061107,Wingerode,30,92
16061018,Büttstedt,88,38
16061027,Effelder,53,26
16061041,Großbartloff,27,10
16061063,Küllstedt,66,88
16061101,Wachstedt,40,69
16061023,Dieterode,88,11
16061035,Geismar,71,44
16061056,Kella,31,56
16061062,Krombach,76,93
16061075,Pfaffschwende,51,38
16061085,Schwobfeld,45,20
16061086,Sickerode,24,65
16061098,Volkerode,58,12
16061105,Wiesenfeld,96,76
16061113,Schimberg,55,74
16061002,Asbach-Sickenberg,65,22
16061024,Dietzenrode/Vatterode,97,81
16061119,Uder,21,93
16062005,Ellrich,46,59
16062041,Nordhausen,86,30
16062049,Sollstedt,66,88
16062062,Hohenstein,60,52
16062063,Werther,34,73
16062065,Harztor,70,98
16062008,Görsbach,74,99
16062054,Urbach,19,90
16062064,Heringen/Helme,61,14
16062009,Großlohra,43,98
16062024,Kehmstedt,73,54
16062026,Kleinfurra,45,12
16062033,Lipprechterode,40,71
16062037,Niedergebra,89,26
16062066,Bleicherode,30,43
16063004,Barchfeld-Immelborn,77,54
16063076,Treffurt,81,65
16063078,Unterbreizbach,95,51
16063082,Vacha,92,14
16063092,Wutha-Farnroda,70,98
16063097,Gerstungen,56,32
16063098,Hörselberg-Hainich,24,16
16063099,Bad Liebenstein,53,91
16063101,Krayenberggemeinde,42,43
16063103,Werra-Suhl-Tal,46,60
16063105,Eisenach,87,62
16063006,Berka v.d.Hainich,63,23
16063008,Bischofroda,66,64
16063046,Krauthausen,53,38
16063049,Lauterbach,94,16
16063058,Nazza,15,68
16063104,Amt Creuzburg,73,92
16063003,Bad Salzungen,72,49
16063051,Leimbach,35,97
16063011,Buttlar,79,14
16063032,Geisa,94,17
16063033,Gerstengrund,73,62
16063068,Schleid,87,32
16063066,Ruhla,89,64
16063071,Seebach,75,78
16063015,Dermbach,33,28
16063023,Empfertshausen,46,39
16063062,Oechsen,35,12
16063084,Weilar,20,89
16063086,Wiesenthal,34,70
16064003,Bad Langensalza,49,32
16064046,Mühlhausen/Thüringen,43,70
16064071,Unstruttal,28,74
16064074,Südeichsfeld,95,52
16064076,Unstrut-Hainich,98,71
16064004,Bad Tennstedt,78,29
16064005,Ballhausen,45,64
16064007,Blankenburg,58,52
16064009,Bruchstedt,48,79
16064021,Haussömmern,76,90
16064027,Hornsömmern,26,60
16064033,Kirchheilingen,67,49
16064038,Kutzleben,50,45
16064045,Mittelsömmern,68,18
16064061,Sundhausen,79,28
16064062,Tottleben,44,93
16064064,Urleben,58,71
16064019,Großvargula,86,72
16064022,Herbsleben,98,37
16064032,Kammerforst,48,18
16064053,Oppershausen,67,10
16064075,Vogtei,88,47
16064037,Körner,66,69
16064043,Marolterode,62,39
16064077,Nottertal-Heilinger Höhen,66,72
16065003,Bad Frankenhausen/Kyffhäuser,41,33
16065032,Helbedündorf,84,95
16065067,Sondershausen,16,76
16065085,Kyffhäuserland,15,60
16065087,Roßleben-Wiehe,34,70
16065089,Greußen,38,60
16065012,Clingen,52,72
16065048,Niederbösa,19,67
16065051,Oberbösa,93,10
16065074,Topfstedt,10,53
16065075,Trebra,48,84
16065077,Wasserthaleben,95,87
16065079,Westgreußen,72,92
16065001,Abtsbessingen,28,57
16065005,Bellstedt,82,51
16065014,Ebeleben,81,51
16065018,Freienbessingen,29,71
16065038,Holzsußra,45,89
16065058,Rockstedt,51,86
16065008,Borxleben,80,98
16065019,Gehofen,44,43
16065042,Kalbsrieth,13,100
16065046,Mönchpfiffel-Nikolausrieth,97,56
16065056,Reinsdorf,42,59
16065086,Artern,95,32
16065016,Etzleben,17,70
16065052,Oberheldrungen,77,10
16065088,An der Schmücke,68,17
16066023,Floh-Seligenthal,56,74
16066047,Oberhof,95,96
16066063,Schmalkalden,72,99
16066069,Steinbach-Hallenberg,45,75
16066074,Brotterode-Trusetal,71,47
16066092,Zella-Mehlis,54,41
16066093,Rhönblick,70,27
16066094,Grabfeld,50,20
16066012,Birx,24,76
16066019,Erbenhausen,82,96
16066024,Frankenheim/Rhön,47,41
16066052,Oberweid,24,38
16066095,Kaltennordheim,22,72
16066025,Friedelshausen,10,45
16066041,Mehmels,88,74
16066064,Schwallungen,77,52
16066086,Wasungen,35,75
16066005,Belrieth,55,51
16066015,Christes,95,37
16066016,Dillstädt,88,43
16066017,Einhausen,70,77
16066018,Ellingshausen,73,66
16066038,Kühndorf,57,98
16066039,Leutersdorf,34,74
16066045,Neubrunn,79,59
16066049,Obermaßfeld-Grimmenthal,68,25
16066057,Ritschenhausen,25,85
16066058,Rohr,69,79
16066065,Schwarza,97,26
16066079,Utendorf,11,13
16066081,Vachdorf,16,80
16066042,Meiningen,11,65
16066056,Rippershausen,75,15
16066076,Untermaßfeld,88,63
16066013,Breitungen/Werra,83,52
16066022,Fambach,65,95
16066059,Rosa,97,41
16066061,Roßdorf,50,11
16067019,Friedrichroda,100,75
16067029,Gotha,83,17
16067064,Bad Tabarz,21,27
16067065,Tambach-Dietharz/Thür.Wald,55,94
16067072,Waltershausen,73,11
16067087,Nesse-Apfelstädt,25,76
16067088,Hörsel,30,85
16067004,Bienstädt,79,37
16067016,Eschenbergen,12,30
16067022,Friemar,48,82
16067047,Molschleben,67,55
16067052,Nottleben,53,63
16067055,Pferdingsleben,54,43
16067068,Tröchtelborn,33,95
16067071,Tüttleben,47,97
16067082,Zimmernsupra,28,100
16067009,Dachwig,22,85
16067011,Döllstädt,72,44
16067026,Gierstädt,47,90
16067033,Großfahner,15,90
16067067,Tonna,78,56
16067044,Luisenthal,59,19
16067053,Ohrdruf,16,63
16067059,Schwabhausen,91,30
16067089,Drei Gleichen,68,43
16067063,Sonneborn,52,51
16067091,Nessetal,13,80
16067013,Emleben,88,53
16067092,Georgenthal,83,58
16068034,Kölleda,43,27
16068051,Sömmerda,45,57
16068058,Weißensee,54,86
16068063,Buttstädt,74,100
16068002,Andisleben,28,82
16068014,Gebesee,45,35
16068045,Ringleben,81,12
16068057,Walschleben,37,24
16068005,Büchel,72,72
16068015,Griefstedt,94,56
16068022,Günstedt,33,17
16068064,Kindelbrück,72,42
16068019,Großneuhausen,90,97
16068033,Kleinneuhausen,77,34
16068041,Ostramondra,35,90
16068042,Rastenberg,70,70
16068013,Gangloffsömmern,33,59
16068025,Haßleben,31,42
16068044,Riethnordhausen,88,73
16068049,Schwerstedt,46,58
16068053,Straußfurt,81,53
16068059,Werningshausen,32,11
16068062,Wundersleben,46,57
16068001,Alperstedt,18,98
16068007,Eckstedt,31,57
16068017,Großmölsen,81,45
16068021,Großrudestedt,47,50
16068032,Kleinmölsen,96,39
16068036,Markvippach,66,31
16068037,Nöda,67,58
16068039,Ollendorf,15,30
16068048,Schloßvippach,78,21
16068052,Sprötau,41,97
16068055,Udestedt,85,36
16068056,Vogelsberg,48,29
16068009,Elxleben,79,97
16068061,Witterda,45,65
16069012,Eisfeld,35,64
16069024,Hildburghausen,33,19
16069042,Schleusegrund,86,68
16069043,Schleusingen,10,37
16069053,Veilsdorf,25,100
16069061,Masserberg,73,10
16069062,Römhild,44,36
16069001,Ahlstädt,25,11
16069003,Beinerstadt,93,38
16069004,Bischofrod,67,70
16069008,Dingsleben,53,50
16069009,Ehrenberg,53,85
16069011,Eichenberg,34,31
16069016,Grimmelshausen,52,34
16069017,Grub,83,59
16069021,Henfstädt,78,45
16069025,Kloster Veßra,60,64
16069026,Lengfeld,34,21
16069028,Marisfeld,54,92
16069035,Oberstadt,40,70
16069037,Reurieth,90,89
16069044,Schmeheim,11,100
16069047,St. Bernhard,17,58
16069051,Themar,23,58
16069041,Schlechtsart,38,74
16069046,Schweickershausen,19,56
16069049,Straufhain,62,54
16069052,Ummerstadt,32,37
16069056,Westhausen,55,69
16069063,Heldburg,77,81
16069006,Brünn/Thür.,69,83
16069058,Auengrund,88,65
16070004,Arnstadt,63,22
16070028,Amt Wachsenburg,100,35
16070029,Ilmenau,89,61
16070048,Stadtilm,70,51
16070057,Geratal,45,97
16070058,Großbreitenbach,50,79
16070011,Elgersburg,41,49
16070034,Martinroda,53,30
16070043,Plaue,83,64
16070001,Alkersleben,88,58
16070006,Bösleben-Wüllersleben,99,31
16070008,Dornheim,46,59
16070012,Elleben,78,25
16070013,Elxleben,90,31
16070041,Osthausen-Wülfershausen,56,71
16070054,Witzleben,26,28
16071001,Apolda,42,65
16071003,Bad Berka,86,49
16071008,Blankenhain,14,66
16071101,Ilmtal-Weinstraße,88,14
16071103,Grammetal,54,94
16071032,Hohenfelden,59,91
16071043,Klettbach,85,15
16071046,Kranichfeld,91,77
16071059,Nauendorf,62,82
16071079,Rittersdorf,57,50
16071087,Tonndorf,63,20
16071009,Buchfart,67,66
16071013,Döbritschen,60,74
16071019,Frankendorf,41,83
16071025,Großschwabhausen,21,40
16071027,Hammerstedt,98,93
16071031,Hetschburg,11,66
16071037,Kapellendorf,57,13
16071038,Kiliansroda,48,58
16071042,Kleinschwabhausen,13,18
16071049,Lehnstedt,31,69
16071053,Magdala,62,41
16071055,Mechelroda,57,30
16071056,Mellingen,22,39
16071071,Oettern,64,91
16071089,Umpferstedt,72,91
16071093,Vollersroda,10,50
16071095,Wiegendorf,47,97
16071004,Bad Sulza,96,79
16071015,Eberstedt,83,55
16071022,Großheringen,92,41
16071064,Niedertrebra,66,11
16071069,Obertrebra,32,53
16071083,Schmiedehausen,72,71
16071005,Ballstedt,27,41
16071017,Ettersburg,57,72
16071061,Neumark,69,72
16071102,Am Ettersberg,52,90
16072011,Lauscha,11,63
16072015,Schalkau,29,13
16072018,Sonneberg,61,27
16072019,Steinach,46,88
16072023,Frankenblick,76,95
16072024,Föritztal,24,18
16072006,Goldisthal,84,84
16072013,Neuhaus am Rennweg,19,59
16073005,Bad Blankenburg,88,49
16073076,Rudolstadt,53,77
16073077,Saalfeld/Saale,52,13
16073106,Leutenberg,60,72
16073109,Uhlstädt-Kirchhasel,11,76
16073111,Unterwellenborn,25,91
16073028,Gräfenthal,48,13
16073046,Lehesten,70,55
16073067,Probstzella,83,45
16073013,Cursdorf,88,52
16073014,Deesbach,39,25
16073017,Döschnitz,71,11
16073037,Katzhütte,58,98
16073055,Meura,96,35
16073074,Rohrbach,80,31
16073082,Schwarzburg,69,22
16073084,Sitzendorf,52,23
16073094,Unterweißbach,69,13
16073113,Schwarzatal,79,64
16073002,Altenbeuthen,40,75
16073035,Hohenwarte,98,35
16073038,Kaulsdorf,79,48
16073107,Drognitz,54,100
16073001,Allendorf,15,37
16073006,Bechstedt,38,92
16073112,Königsee,92,67
16074044,Kahla,14,94
16074012,Crossen an der Elster,35,13
16074038,Hartmannsdorf,52,49
16074039,Heideland,30,81
16074072,Rauda,90,81
16074092,Silbitz,70,15
16074106,Walpernhain,16,12
16074116,Schkölen,10,32
16074007,Bremsnitz,66,82
16074017,Eineborn,93,13
16074022,Geisenhain,93,54
16074024,Gneus,33,79
16074029,Großbockedra,25,100
16074045,Karlsdorf,63,36
16074046,Kleinbockedra,47,69
16074047,Kleinebersdorf,87,76
16074053,Lippersdorf-Erdmannsdorf,25,47
16074056,Meusebach,20,19
16074064,Oberbodnitz,68,97
16074066,Ottendorf,40,17
16074071,Rattelsdorf,18,27
16074074,Rausdorf,18,85
16074077,Renthendorf,97,96
16074097,Tautendorf,57,73
16074101,Tissa,81,36
16074102,Trockenborn-Wolfersdorf,45,53
16074103,Tröbnitz,43,38
16074107,Waltersdorf,21,95
16074108,Weißbach,28,97
16074002,Altenberga,17,69
16074004,Bibra,94,27
16074008,Bucha,36,95
16074016,Eichenberg,33,26
16074021,Freienorla,95,25
16074031,Großeutersdorf,78,27
16074033,Großpürschütz,94,67
16074034,Gumperda,21,11
16074042,Hummelshain,100,13
16074048,Kleineutersdorf,24,24
16074049,Laasdorf,47,53
16074052,Lindig,24,41
16074057,Milda,86,43
16074065,Orlamünde,27,12
16074076,Reinstädt,53,99
16074079,Rothenstein,43,40
16074087,Schöps,76,48
16074089,Seitenroda,64,13
16074095,Sulza,40,78
16074104,Unterbodnitz,95,26
16074114,Zöllnitz,54,14
16074041,Hermsdorf,82,63
16074059,Mörsdorf,50,29
16074075,Reichenbach,51,77
16074084,Schleifreisen,99,18
16074093,St. Gangloff,34,90
16074011,Dornburg-Camburg,83,49
16074019,Frauenprießnitz,46,12
16074026,Golmsdorf,88,89
16074032,Großlöbichau,76,42
16074036,Hainichen,25,75
16074043,Jenalöbnitz,89,29
16074051,Lehesten,19,58
16074054,Löberschütz,98,26
16074063,Neuengönna,58,88
16074096,Tautenburg,38,91
16074099,Thierschneck,48,35
16074112,Wichmar,50,18
16074113,Zimmern,13,81
16074058,Möckern,76,28
16074081,Ruttersdorf-Lotschen,39,42
16074094,Stadtroda,48,27
16074009,Bürgel,64,53
16074028,Graitschen b.Bürgel,52,92
16074061,Nausnitz,13,83
16074068,Poxdorf,11,22
16074018,Eisenberg,73,64
16074025,Gösen,56,90
16074037,Hainspitz,24,67
16074055,Mertendorf,72,52
16074067,Petersberg,18,74
16074073,Rauschwitz,99,36
16074001,Albersdorf,77,83
16074003,Bad Klosterlausnitz,47,53
16074005,Bobeck,97,32
16074082,Scheiditz,52,56
16074085,Schlöben,74,73
16074086,Schöngleina,57,28
16074091,Serba,36,59
16074098,Tautenhain,15,67
16074105,Waldeck,97,26
16074109,Weißenborn,24,12
16075046,Hirschberg,44,90
16075062,Bad Lobenstein,91,21
16075085,Pößneck,65,85
16075098,Schleiz,19,32
16075131,Gefell,81,25
16075132,Tanna,10,64
16075133,Wurzbach,44,24
16075134,Remptendorf,62,88
16075135,Saalburg-Ebersdorf,60,42
16075136,Rosenthal am Rennsteig,72,47
16075014,Dittersdorf,15,24
16075033,Görkwitz,79,54
16075034,Göschitz,66,24
16075048,Kirschkau,35,42
16075063,Löhma,54,97
16075068,Moßbach,50,67
16075072,Neundorf (bei Schleiz),58,99
16075076,Oettersdorf,84,53
16075083,Plothen,23,59
16075084,Pörmitz,47,40
16075109,Tegau,52,45
16075119,Volkmannsdorf,82,18
16075006,Bodelwitz,97,77
16075016,Döbritz,88,33
16075031,Gertewitz,51,75
16075039,Grobengereuth,24,13
16075054,Langenorla,68,28
16075056,Lausnitz b.Neustadt an der Orla,23,92
16075074,Nimritz,90,50
16075075,Oberoppurg,93,53
16075077,Oppurg,69,71
16075087,Quaschwitz,25,89
16075105,Solkwitz,16,53
16075121,Weira,86,69
16075124,Wernburg,50,18
16075019,Dreitzsch,51,95
16075029,Geroda,56,39
16075057,Lemnitz,100,38
16075065,Miesitz,75,55
16075066,Mittelpöllnitz,90,51
16075093,Rosendorf,66,17
16075099,Schmieritz,34,39
16075114,Tömmelsdorf,78,75
16075116,Triptis,54,72
16075023,Eßbach,38,22
16075035,Gössitz,41,36
16075047,Keila,76,86
16075069,Moxa,94,88
16075079,Paska,18,73
16075081,Peuschen,72,17
16075088,Ranis,82,39
16075101,Schmorda,71,20
16075102,Schöndorf,82,50
16075103,Seisla,38,10
16075125,Wilhelmsdorf,17,79
16075127,Ziegenrück,20,88
16075129,Krölpa,10,27
16075051,Kospoda,69,49
16075073,Neustadt an der Orla,65,64
16076022,Greiz,50,94
16076061,Ronneburg,35,93
16076088,Harth-Pöllnitz,59,30
16076089,Kraftsdorf,59,89
16076092,Auma-Weidatal,43,80
16076093,Mohlsdorf-Teichwolframsdorf,64,63
16076094,Berga-Wünschendorf,48,38
16076009,Braunichswalde,97,93
16076017,Endschütz,77,16
16076019,Gauern,28,97
16076027,Hilbersdorf,17,80
16076034,Kauern,55,21
16076043,Linda b.Weida,36,26
16076055,Paitzdorf,11,31
16076062,Rückersdorf,95,40
16076069,Seelingstädt,72,20
16076074,Teichwitz,56,75
16076007,Bocka,78,83
16076033,Hundhaupten,34,47
16076042,Lederhose,43,93
16076044,Lindenkreuz,19,66
16076049,Münchenbernsdorf,44,82
16076064,Saara,49,93
16076068,Schwarzbach,54,96
16076086,Zedlitz,73,42
16076006,Bethenhausen,31,69
16076008,Brahmenau,45,96
16076023,Großenstein,27,26
16076028,Hirschfeld,66,92
16076036,Korbußen,67,42
16076058,Pölzig,79,63
16076059,Reichstädt,57,40
16076067,Schwaara,90,89
16076003,Bad Köstritz,90,54
16076012,Caaschwitz,48,41
16076014,Crimla,13,11
16076079,Weida,64,61
16076041,Langenwolschendorf,60,26
16076081,Weißendorf,58,65
16076087,Zeulenroda-Triebes,82,27
16076029,Hohenleuben,82,24
16076039,Langenwetzendorf,35,20
16077001,Altenburg,89,48
